	word	frequency	volumes
24554	seitz	75	1.992086436075624e-05
24555	conner	105	1.99146361410385e-05
24556	recitation	126	1.991161479963921e-05
24557	salman	164	1.9902312487829477e-05
24558	awkwardly	105	1.9899976905435324e-05
24559	andover	155	1.9888157112291083e-05
24560	chickasaw	150	1.9887702364940196e-05
24561	revie	166	1.988523763429839e-05
24562	loin	51	1.9884517314494587e-05
24563	robotics	106	1.9876781152561307e-05
24564	pentecost	101	1.9874127247021534e-05
24565	gazan	82	1.9874014469678514e-05
24566	inquire	108	1.987337054742966e-05
24567	richelieu	96	1.9865601643687114e-05
24568	valletta	165	1.986438837775495e-05
24569	cardigan	179	1.9862569388351403e-05
24570	genetics	516	1.9858420273521915e-05
24571	banderas	80	1.985582639463246e-05
24572	greedy	161	1.9850336684612557e-05
24573	reintroduce	65	1.9840532331727445e-05
24574	simplify	132	1.983364563784562e-05
24575	animatics	67	1.9830278688459657e-05
24576	hopping	167	1.982992034754716e-05
24577	smederevo	54	1.982846333703492e-05
24578	allardyce	163	1.9825325580313802e-05
24579	dio	211	1.981740388146136e-05
24580	whitmore	86	1.981026252906304e-05
24581	terre	135	1.9808845536317676e-05
24582	hawkwood	68	1.979573971766513e-05
24583	virtuoso	198	1.9795021216850728e-05
24584	goalscorers	57	1.9794322724919766e-05
24585	encrypted	67	1.979111402761191e-05
24586	gin	289	1.9789924408541992e-05
24587	malory	65	1.9789038560702465e-05
24588	coop	50	1.9787472410826012e-05
24589	stain	438	1.9786792108789086e-05
24590	bobcat	256	1.9783907191595063e-05
24591	flattered	93	1.9776984117925167e-05
24592	tiberias	96	1.9776700355578214e-05
24593	pitfall	86	1.9774832253460772e-05
24594	piggott	65	1.9771514416788705e-05
24595	longacre	327	1.9761240764637478e-05
24596	johnstown	78	1.9759996575885452e-05
24597	ndrc	72	1.9759469068958424e-05
24598	abby	384	1.975794293684885e-05
24599	delinquency	50	1.9749333660001867e-05
24600	incubate	64	1.974925908143632e-05
24601	pronouncing	60	1.9745266399695538e-05
24602	kaplan	218	1.9733952285605483e-05
24603	coerce	66	1.9733839508262463e-05
24604	passerine	195	1.9726914615603164e-05
24605	danceable	96	1.9725108359125443e-05
24606	beaufighter	92	1.9718825569725595e-05
24607	bonded	219	1.970491575775668e-05
24608	haggard	176	1.9702754798345268e-05
24609	fertiliser	89	1.969991899386514e-05
24610	minoan	86	1.969879122043494e-05
24611	rudel	159	1.9689436157932505e-05
24612	inferred	216	1.9685137885971926e-05
24613	porting	86	1.9681683625094593e-05
24614	lundgren	181	1.9678644093801267e-05
24615	mexicana	76	1.9676333977258764e-05
24616	ry	77	1.9672001144499518e-05
24617	italianate	125	1.9667368178488687e-05
24618	airbender	76	1.9648883608169854e-05
24619	mari	350	1.9648376110126264e-05
24620	discarding	81	1.9646484361146577e-05
24621	kirkwall	55	1.9645360225695185e-05
24622	relativity	519	1.964238254004158e-05
24623	aubame	98	1.9641405742731877e-05
24624	purest	105	1.96395703824237e-05
24625	puller	75	1.9629216694738716e-05
24626	generaloberst	53	1.962648457265459e-05
24627	fleischer	52	1.9610055460361764e-05
24628	hrt	66	1.960470763151534e-05
24629	laryngitis	55	1.9597062419052236e-05
24630	lakeland	78	1.959538167284336e-05
24631	unprofessional	53	1.9595307094277814e-05
24632	amstrad	88	1.9591998352552764e-05
24633	moshe	73	1.9585982954595238e-05
24634	untold	92	1.9583705579862e-05
24635	indistinguishable	239	1.9578252249630168e-05
24636	yerevan	128	1.9572689780034125e-05
24637	siegel	139	1.9571232769521885e-05
24638	scorpion	298	1.9566343326005153e-05
24639	petrograd	116	1.9563098248909228e-05
24640	cnbc	57	1.9560877262847498e-05
24641	crevice	181	1.9554387108655646e-05
24642	charred	90	1.9549128410289995e-05
24643	lst	59	1.954258550540544e-05
24644	kwan	63	1.9536959371180274e-05
24645	amenemhat	63	1.953435094037559e-05
24646	arboreal	205	1.953351056727115e-05
24647	ayyubid	216	1.9530065401340835e-05
24648	jawaharlal	70	1.9526973119354807e-05
24649	busan	70	1.9521035937941633e-05
24650	mali	139	1.952038292074576e-05
24651	brandishing	63	1.951167178049218e-05
24652	furiously	101	1.9505681848386303e-05
24653	supplant	61	1.9497832909110002e-05
24654	ashkenazi	108	1.9497163521009497e-05
24655	manic	177	1.9492796127451584e-05
24656	langton	104	1.948625322256703e-05
24657	disinformation	50	1.9481069102766924e-05
24658	flotation	58	1.9477223759167828e-05
24659	fujita	119	1.946435440913774e-05
24660	beguiling	58	1.945203257491812e-05
24661	presque	137	1.9451772459433414e-05
24662	succulent	68	1.9450992112979293e-05
24663	ivo	91	1.944769246620126e-05
24664	deference	107	1.944652285601478e-05
24665	dryden	183	1.9445986254140735e-05
24666	nostromo	61	1.943931056302972e-05
24667	kursk	125	1.943619645317085e-05
24668	reggaeton	80	1.9430914107942954e-05
24669	showman	94	1.9408800653764047e-05
24670	presidio	138	1.9407671061344445e-05
24671	riverview	71	1.9406321371207014e-05
24672	jaundice	73	1.9404007616685703e-05
24673	fern	440	1.9400067685637623e-05
24674	eradicated	113	1.9396884454181418e-05
24675	scorn	132	1.9393406546441838e-05
24676	denim	91	1.938462446560152e-05
24677	choppy	72	1.938218338182196e-05
24678	amputation	196	1.9378634533495642e-05
24679	spiegel	120	1.9367069398867898e-05
24680	airbases	60	1.935765249072574e-05
24681	marcy	128	1.935765249072574e-05
24682	eldorado	64	1.9355808035470545e-05
24683	linen	265	1.9348111891304143e-05
24684	wooller	52	1.9343628082424402e-05
24685	truncation	67	1.934192914632149e-05
24686	georgiana	56	1.9341727238497697e-05
24687	starlight	127	1.933848216140177e-05
24688	wayland	55	1.9332119336468168e-05
24689	hajjaj	76	1.932117265823763e-05
24690	kindt	75	1.931853694259189e-05
24691	canby	117	1.9314318706165068e-05
24692	hordaland	60	1.931177575897891e-05
24693	lain	55	1.9309511117171496e-05
24694	winkelman	63	1.9297747712698765e-05
24695	hokie	74	1.9293331206426956e-05
24696	bramwell	93	1.9282810171716847e-05
24697	casas	347	1.9282497305539437e-05
24698	whelan	67	1.927990342664998e-05
24699	roughrider	54	1.9276116290711798e-05
24700	apocryphal	118	1.927532684931066e-05
24701	plow	164	1.927122866618447e-05
24702	fabula	51	1.926753429870587e-05
24703	crustal	86	1.9261911802459508e-05
24704	altman	159	1.9259248801972717e-05
24705	playa	95	1.925737342389766e-05
24706	icelandic	533	1.925726428453345e-05
24707	crowley	657	1.925381184264552e-05
24708	broach	138	1.9246946976636536e-05
24709	pickford	89	1.9245606381446123e-05
24710	jong	168	1.9245422663516365e-05
24711	drm	60	1.9245293515268713e-05
24712	transited	62	1.9244283976149745e-05
24713	michelangelo	283	1.923516538226977e-05
24714	shonen	93	1.9233735656598583e-05
24715	assemblage	195	1.9232433260185644e-05
24716	iconoclasm	76	1.9232285922043957e-05
24717	tay	151	1.923054333019536e-05
24718	musique	86	1.9224969946662895e-05
24719	apathy	116	1.9214996427763253e-05
24720	supercopa	56	1.919323949550744e-05
24721	una	254	1.9191282262909226e-05
24722	showpiece	63	1.918623092933558e-05
24723	parkour	53	1.9185023120371625e-05
24724	apalachicola	98	1.918015732371714e-05
24725	selänne	134	1.9179735318175517e-05
24726	imperium	129	1.9179426089976914e-05
24727	furman	93	1.916953260661103e-05
24728	sce	52	1.916657311085146e-05
24729	spiro	52	1.9160066585754976e-05
24730	marisa	50	1.914695167215541e-05
24731	sapling	69	1.9137658455292694e-05
24732	lld	52	1.9126182451145723e-05
24733	urquhart	153	1.9118631826131605e-05
24734	serah	168	1.911396611831151e-05
24735	andesite	156	1.9107732441625558e-05
24736	var	468	1.910443461383693e-05
24737	émigré	69	1.910401442728471e-05
24738	mcbreen	66	1.9102812075288966e-05
24739	layla	207	1.9099277778877877e-05
24740	brutus	98	1.9098150005447678e-05
24741	palsy	172	1.9094706658506766e-05
24742	oort	155	1.9083983715972863e-05
24743	pampas	55	1.908323793031741e-05
24744	concocted	65	1.9069448171649128e-05
24745	tualatin	71	1.906852048705332e-05
24746	priscilla	130	1.906377474369947e-05
24747	disheartened	60	1.9045930457650684e-05
24748	linton	76	1.9037050151382573e-05
24749	ostensible	52	1.902817348309327e-05
24750	indulgence	169	1.9027884263778105e-05
24751	gobrecht	88	1.9021805201191455e-05
24752	acorn	149	1.9015618818229996e-05
24753	gord	52	1.901487667055335e-05
24754	amato	66	1.9011267795576714e-05
24755	bristow	91	1.8999142412212677e-05
24756	pyrenees	114	1.8995411664946005e-05
24757	hendricks	136	1.8994360289070755e-05
24758	zealous	106	1.8992548575624824e-05
24759	franziska	55	1.8987659132108092e-05
24760	coachman	110	1.8976743376697414e-05
24761	snatched	68	1.8974029444507323e-05
24762	embellishment	91	1.8967371943290345e-05
24763	sorcery	119	1.89631937246304e-05
24764	defile	60	1.8960354282171465e-05
24765	wilma	130	1.8948370779980905e-05
24766	leste	64	1.894136039481964e-05
24767	plattsburgh	76	1.894070919661317e-05
24768	faunal	62	1.893966327770613e-05
24769	purgatory	78	1.893505577754695e-05
24770	ting	62	1.893476837722119e-05
24771	amicably	67	1.8926230040960945e-05
24772	coercive	123	1.8916356566478498e-05
24773	ganz	162	1.891419196908828e-05
24774	hairy	211	1.890652856673114e-05
24775	rockingham	90	1.8906222976511344e-05
24776	freshness	131	1.8904833268607035e-05
24777	naturae	135	1.890449129859917e-05
24778	ebu	100	1.889976738311816e-05
24779	tibetan	491	1.8885913959820755e-05
24780	knope	69	1.888004226202611e-05
24781	condo	98	1.8875109162763692e-05
24782	sisterhood	64	1.886943937279284e-05
24783	ukiyo	187	1.8865841411752626e-05
24784	republicanism	133	1.8863358491216786e-05
24785	rolando	50	1.886326754174661e-05
24786	tray	142	1.8860551790567115e-05
24787	maserati	75	1.885350138763897e-05
24788	microscopically	93	1.8850769265554845e-05
24789	elsa	441	1.8847282262868248e-05
24790	scanned	157	1.884482117020525e-05
24791	toppling	60	1.8843562429537997e-05
24792	genealogist	57	1.8840184566215612e-05
24793	blackfriar	82	1.883685945358593e-05
24794	thucydides	146	1.883389450085815e-05
24795	nunavut	88	1.8830340195563622e-05
24796	foam	249	1.882735887193121e-05
24797	workday	65	1.8819962861016393e-05
24798	cranston	198	1.880700801848434e-05
24799	bokassa	180	1.880625495687127e-05
24800	¼	55	1.8804121282300912e-05
24801	miserably	54	1.880292074929457e-05
24802	suffice	87	1.879791852843482e-05
24803	slat	59	1.879643059510272e-05
24804	schwarzbaum	57	1.8794600691762753e-05
24805	paceman	107	1.8790175090543926e-05
24806	thorax	179	1.8786769942380488e-05
24807	verona	168	1.8782686311169527e-05
24808	maharaja	170	1.8782042388920672e-05
24809	electromagnetism	60	1.8781629478326067e-05
24810	quaint	60	1.8781503968057223e-05
24811	cleo	111	1.8762795662041754e-05
24812	upstart	85	1.876046917459462e-05
24813	classically	147	1.8757893485599197e-05
24814	huggins	213	1.8756856661639176e-05
24815	modular	195	1.8754190023173578e-05
24816	paleobiology	61	1.8750095478026196e-05
24817	dyrrhachium	91	1.873261498985812e-05
24818	armitage	196	1.8729508155956864e-05
24819	impatience	67	1.8725650079431944e-05
24820	orthopedic	62	1.8722043023444712e-05
24821	restated	55	1.8720935258897953e-05
24822	stereotyping	56	1.871843596745748e-05
24823	bosanska	64	1.8714474208536558e-05
24824	misrepresentation	83	1.8714385078055784e-05
24825	grayish	303	1.8700951841310598e-05
24826	livingstone	501	1.869847073976416e-05
24827	drifter	121	1.869189327408094e-05
24828	chronicling	88	1.867938226496335e-05
24829	textured	150	1.867446735559497e-05
24830	lombardo	185	1.866349884949159e-05
24831	truthful	101	1.8658534827409312e-05
24832	saracen	99	1.8656826796359383e-05
24833	slapping	120	1.865131162048783e-05
24834	cortes	80	1.8635168089531362e-05
24835	kersh	105	1.8632146748132072e-05
24836	escobar	112	1.8628628822625615e-05
24837	uncro	63	1.862603494373616e-05
24838	candolle	90	1.8612345229485072e-05
24839	gillis	160	1.8611402992974035e-05
24840	pervert	52	1.8609540347824804e-05
24841	nb	123	1.860701922851149e-05
24842	rankine	70	1.8604749129735865e-05
24843	ravin	71	1.8601342162583023e-05
24844	annihilate	62	1.860019074229058e-05
24845	shopkeeper	112	1.8597511370899156e-05
24846	lew	166	1.85909157153219e-05
24847	sephiroth	301	1.8590135368867777e-05
24848	recommenced	74	1.858868017734494e-05
24849	nhk	68	1.858782889030408e-05
24850	gamepad	56	1.8581946278573014e-05
24851	miyazaki	207	1.857682400441263e-05
24852	puja	129	1.8574894056655467e-05
24853	excommunicated	194	1.85729622899089e-05
24854	zaolzie	63	1.85729622899089e-05
24855	donington	68	1.8563454432296567e-05
24856	kkr	186	1.856143535405863e-05
24857	scratching	171	1.8558001102064736e-05
24858	wynne	86	1.8557861039880663e-05
24859	mainframe	97	1.8557790099293925e-05
24860	swagger	281	1.8556620489107445e-05
24861	gustavo	82	1.8556585928308778e-05
24862	zinn	90	1.8555205315351486e-05
24863	mdna	176	1.8552480469224975e-05
24864	validate	82	1.854835863923654e-05
24865	kochi	71	1.8544751583249308e-05
24866	jonze	82	1.8540737073635682e-05
24867	admirably	81	1.853893445513677e-05
24868	rosebud	92	1.8531174646341242e-05
24869	orally	124	1.8529017324908637e-05
24870	gilchrist	348	1.851811794040259e-05
24871	pittsburg	62	1.850976696005091e-05
24872	bimonthly	124	1.850936132541392e-05
24873	interpolation	207	1.850491389632225e-05
24874	entrepreneurial	84	1.85002190846717e-05
24875	brine	135	1.849886029958725e-05
24876	ib	291	1.849776708695572e-05
24877	ensues	170	1.8492917661205865e-05
24878	betjeman	109	1.849249383667484e-05
24879	kaling	152	1.8491911760065705e-05
24880	csu	114	1.84879081643885e-05
24881	cimon	91	1.84873442776734e-05
24882	weld	392	1.8482478481018916e-05
24883	telescopic	91	1.8481703591533005e-05
24884	colonnade	118	1.847772000473924e-05
24885	østfold	83	1.8468364942236803e-05
24886	helles	85	1.8465001630829647e-05
24887	falstaff	274	1.846257146098651e-05
24888	lampooned	55	1.8455988538335077e-05
24889	antiochus	79	1.8445605746819638e-05
24890	hoarded	73	1.842892015702091e-05
24891	gdr	95	1.841502307797782e-05
24892	zola	101	1.8414548321743496e-05
24893	brewed	86	1.840954428189434e-05
24894	depressive	141	1.8407226889394224e-05
24895	æthelstan	376	1.8402137357043102e-05
24896	göteborg	60	1.840082222770434e-05
24897	keenan	286	1.8397364328848198e-05
24898	hòa	94	1.8397136955172755e-05
24899	gruber	73	1.8389015167485923e-05
24900	overridden	61	1.8375500076217577e-05
24901	abdominal	409	1.837101262935903e-05
24902	banshee	99	1.836717638070695e-05
24903	émile	174	1.836150295275729e-05
24904	motorsport	199	1.835518196457997e-05
24905	unrelenting	59	1.8351418475504033e-05
24906	rochelle	101	1.8350054233451374e-05
24907	hearn	76	1.8347847799304873e-05
24908	extirpated	97	1.8339591406402178e-05
24909	verb	681	1.8335429558646865e-05
24910	softening	65	1.832658381317742e-05
24911	proudly	130	1.8324137272429653e-05
24912	dunlap	217	1.831529698392842e-05
24913	utica	246	1.829954817367252e-05
24914	torrens	90	1.8296948837814853e-05
24915	fmv	57	1.8294924302608706e-05
24916	vendetta	177	1.829267421271652e-05
24917	elan	70	1.8285383703187108e-05
24918	leyton	82	1.8279368305229582e-05
24919	chiming	52	1.8277851268067025e-05
24920	bosch	173	1.8270166037837043e-05
24921	honduran	50	1.8266924598719925e-05
24922	multnomah	94	1.8266908227815293e-05
24923	banal	95	1.8264991012983955e-05
24924	afar	89	1.8258582713315263e-05
24925	notching	53	1.8251166693517007e-05
24926	optionally	53	1.8247406842419878e-05
24927	northumbrians	61	1.8247268599225208e-05
24928	crédit	51	1.8247268599225208e-05
24929	cmf	126	1.8242777514387853e-05
24930	wuffingas	61	1.824159517127555e-05
24931	jerk	193	1.823787169996649e-05
24932	idlewild	83	1.8237176846014336e-05
24933	cassini	185	1.823557795432862e-05
24934	criticality	51	1.8235175957670435e-05
24935	alms	105	1.8226744941785e-05
24936	aux	199	1.822191188693978e-05
24937	swindle	58	1.8219861885881983e-05
24938	scour	55	1.8217378965346143e-05
24939	mowbray	100	1.8217360775452107e-05
24940	biodiesel	53	1.8216456737718545e-05
24941	eradicating	56	1.8204647858510725e-05
24942	rostock	112	1.8198816178482957e-05
24943	inconspicuous	85	1.8196369637735188e-05
24944	sio	105	1.819529279600829e-05
24945	slightest	146	1.818412056309171e-05
24946	surmised	143	1.8175642253481783e-05
24947	francophone	123	1.8170878320233896e-05
24948	bladin	59	1.816495023376774e-05
24949	rug	141	1.8161539628636092e-05
24950	decapitated	173	1.816053372749593e-05
24951	tracer	111	1.815596260712482e-05
24952	bowdoin	133	1.8151271433453076e-05
24953	lilac	131	1.8149557945434935e-05
24954	unregistered	61	1.8144884961657226e-05
24955	elaborately	126	1.813946983020287e-05
24956	mixer	198	1.813761809899006e-05
24957	bu	89	1.8124581401934847e-05
24958	swears	76	1.8122784240404144e-05
24959	emailed	64	1.8122473193216138e-05
24960	bullecourt	64	1.812126356526278e-05
24961	ophelia	223	1.8113072655978613e-05
24962	muto	122	1.8112037651007995e-05
24963	carney	154	1.810645881050732e-05
24964	héctor	98	1.809943023545202e-05
24965	xian	78	1.8088179785991088e-05
24966	ringtone	71	1.8086300769937225e-05
24967	boardroom	52	1.808083470677957e-05
24968	chipping	53	1.8079919755109586e-05
24969	dearth	84	1.8079488654620945e-05
24970	alucard	56	1.8079092114930972e-05
24971	kalahari	50	1.8075557818519883e-05
24972	captivating	142	1.806897489586845e-05
24973	caldas	127	1.806738873710856e-05
24974	sigh	90	1.804431485652458e-05
24975	cesare	186	1.804295607144013e-05
24976	seeps	57	1.8036573237623088e-05
24977	lehman	186	1.8032651496469043e-05
24978	bosanski	76	1.802609949663747e-05
24979	mosley	431	1.8024260498350486e-05
24980	mori	238	1.8023572920355946e-05
24981	roost	233	1.801336657081265e-05
24982	fad	111	1.8008280676440336e-05
24983	rozhestvensky	68	1.800714926503133e-05
24984	ayrshire	83	1.7995133021031506e-05
24985	vestfold	50	1.7994891095440835e-05
24986	tianjin	61	1.7984204532695003e-05
24987	pryor	154	1.7982642020797357e-05
24988	kolsås	56	1.7982281860895455e-05
24989	zeitung	72	1.7959402612177655e-05
24990	purdy	53	1.7958136595552787e-05
24991	restricts	94	1.7955189832719043e-05
24992	filtration	98	1.7952655980479904e-05
24993	moonshine	87	1.7944747014553286e-05
24994	frostbite	57	1.7924325220519677e-05
24995	kidd	265	1.792155671864748e-05
24996	songz	180	1.7918651792570017e-05
24997	phonograph	90	1.7917744116857648e-05
24998	haymarket	186	1.7905975255416706e-05
24999	assented	50	1.7892883988679387e-05
25000	sokol	100	1.7892200048663653e-05
25001	matheson	144	1.7891381503432058e-05
25002	denzel	73	1.78890441020485e-05
25003	kreutz	50	1.788689405657351e-05
25004	kendo	60	1.7882528482005e-05
25005	corbin	166	1.788078952813521e-05
25006	soegijapranata	92	1.7872980606625788e-05
25007	monson	137	1.7862092136056162e-05
25008	wily	161	1.7861155356513336e-05
25009	fanned	75	1.7852078599389642e-05
25010	nunnery	111	1.784098094503861e-05
25011	cropped	123	1.7835860489867628e-05
25012	provenance	190	1.78233804035699e-05
25013	headgear	101	1.7816175386542454e-05
25014	wager	112	1.7816140825743787e-05
25015	gad	107	1.7812370060710236e-05
25016	simcoe	135	1.7809310520533472e-05
25017	corrigan	68	1.780856473487802e-05
25018	officiated	128	1.7807393305702135e-05
25019	impeccable	113	1.7794676750781946e-05
25020	foo	173	1.7788059267331846e-05
25021	simulates	66	1.778629666659981e-05
25022	lai	115	1.7779784684535116e-05
25023	faisal	155	1.7771882994566113e-05
25024	terrell	125	1.7770256818039343e-05
25025	xl	231	1.776032877387479e-05
25026	refractory	83	1.7753181964508258e-05
25027	elaborating	128	1.7752945495885797e-05
25028	overlaid	146	1.7751337509253062e-05
25029	rv	126	1.7736903828335926e-05
25030	panache	50	1.7734399079927243e-05
25031	whitey	70	1.7721347830956802e-05
25032	etna	69	1.7718559320201166e-05
25033	lough	104	1.7713726265355945e-05
25034	pounded	96	1.7712747649056837e-05
25035	sherborne	77	1.77088295458816e-05
25036	timekeeping	55	1.7704354831948876e-05
25037	lade	54	1.770212475094013e-05
25038	hartnett	88	1.7691256289253943e-05
25039	torrance	67	1.7691088942228816e-05
25040	rawson	68	1.768884430930484e-05
25041	solitude	245	1.7671425666776486e-05
25042	mugabe	172	1.767132562235929e-05
25043	mitigating	80	1.766819150361698e-05
25044	stifling	69	1.765212437021546e-05
25045	iwa	78	1.7642549209995195e-05
25046	repressed	176	1.7642178136156872e-05
25047	monro	65	1.7634170944802463e-05
25048	vicki	147	1.7625108739593998e-05
25049	davison	191	1.7625075997784734e-05
25050	bigot	53	1.762457213771995e-05
25051	samson	277	1.7615462638786994e-05
25052	amorium	57	1.7613061572774313e-05
25053	ludicrous	129	1.7606327674002387e-05
25054	izzie	208	1.7600854334887117e-05
25055	strawberry	420	1.7594811652088538e-05
25056	yeltsin	71	1.7594107703189366e-05
25057	balotelli	172	1.7592528820387088e-05
25058	humberto	135	1.7590953575563617e-05
25059	kronprinz	184	1.7583539374754764e-05
25060	discreetly	94	1.7576163372723386e-05
25061	oversized	176	1.757425161486026e-05
25062	precipice	70	1.7560681953909807e-05
25063	ishii	123	1.7558253603056073e-05
25064	cratered	66	1.755696393956896e-05
25065	wannabe	120	1.7555290469317697e-05
25066	bruised	242	1.755284574755933e-05
25067	meld	122	1.7549547919770703e-05
25068	interrogating	60	1.7549347830936313e-05
25069	sridhar	72	1.753624928824138e-05
25070	mahmud	136	1.7533104255562648e-05
25071	leppard	89	1.7529577235109173e-05
25072	familia	120	1.752491334627848e-05
25073	karol	67	1.752464595483616e-05
25074	unsympathetic	120	1.7523592759971507e-05
25075	spinulosa	102	1.7523207134217955e-05
25076	roadshow	63	1.7523007045383565e-05
25077	máscara	88	1.7518965250928886e-05
25078	pathos	144	1.7513984857941978e-05
25079	katusha	136	1.750810770317912e-05
25080	fugue	175	1.7502514310763218e-05
25081	xxiii	88	1.7502263290225528e-05
25082	shaper	56	1.74994274857454e-05
25083	perish	105	1.7499143723398447e-05
25084	quisling	234	1.7493770428700373e-05
25085	tadeusz	122	1.7488933735876344e-05
25086	ziggurat	55	1.7470878447056748e-05
25087	liberian	74	1.746068664942868e-05
25088	unnerved	52	1.7459986338508315e-05
25089	dekalb	144	1.7459120499552228e-05
25090	perseverance	129	1.745450936141424e-05
25091	stransky	62	1.745201188896317e-05
25092	mcmillan	219	1.745152985677123e-05
25093	bribing	58	1.7441645468352363e-05
25094	brokerage	81	1.74330980371451e-05
25095	wilfrid	471	1.7423291865270585e-05
25096	chotiner	213	1.7417725757695735e-05
25097	remarriage	73	1.7416248738300055e-05
25098	jennison	51	1.741521919029765e-05
25099	redundancy	81	1.7414487956557423e-05
25100	serbo	139	1.740935658745002e-05
25101	meslow	52	1.7408377971150912e-05
25102	cynicism	159	1.7403197489329614e-05
25103	woolen	50	1.7402982848579995e-05
25104	mcloughlin	74	1.7395565009792335e-05
25105	deviating	61	1.739027356961742e-05
25106	grieving	130	1.7390189896104857e-05
25107	scorecard	52	1.738722130539827e-05
25108	priya	124	1.7378155462210998e-05
25109	trimming	125	1.7378155462210998e-05
25110	ballcourt	122	1.73758999153506e-05
25111	misspelled	83	1.737270395096857e-05
25112	delineated	83	1.7372105503454804e-05
25113	rediffcom	141	1.7350317648379132e-05
25114	dissonance	169	1.7340873455395922e-05
25115	cannondale	97	1.73396310856333e-05
25116	biggie	72	1.7313541320618242e-05
25117	chimpanzee	155	1.7310634575551376e-05
25118	munson	61	1.7307167581748217e-05
25119	reconciling	86	1.7303289496339858e-05
25120	hankinson	121	1.7299544197157957e-05
25121	alta	186	1.7297994418186136e-05
25122	ganoga	118	1.7294398276135325e-05
25123	stuntmen	65	1.7293588825850748e-05
25124	magoon	50	1.729222094581928e-05
25125	forestall	90	1.7287933587795123e-05
25126	ladislaus	385	1.7283779015997425e-05
25127	lansdale	82	1.7278835002798587e-05
25128	quinine	81	1.7276082871831022e-05
25129	respawn	70	1.7257740182685666e-05
25130	perce	74	1.7253098121727817e-05
25131	hydraulics	67	1.7247850337298587e-05
25132	categorical	57	1.72472919075517e-05
25133	silverware	91	1.7233742255484685e-05
25134	sou	64	1.722128945402801e-05
25135	stackpole	76	1.7221256712218747e-05
25136	kagan	88	1.7217445929418318e-05
25137	greyfriars	73	1.7215952539118007e-05
25138	orissa	99	1.7205496988026425e-05
25139	carre	98	1.720444743114058e-05
25140	impressionist	165	1.7196081898873672e-05
25141	shakespearean	248	1.7193524399772286e-05
25142	selo	106	1.719086867524311e-05
25143	concepción	76	1.7177135305246338e-05
25144	heck	105	1.7176036635646597e-05
25145	zanuck	62	1.717297527648043e-05
25146	stagnated	51	1.7158748960355297e-05
25147	gjøvik	105	1.7157553884317167e-05
25148	airdrop	50	1.7155296518467367e-05
25149	itinerary	108	1.7153168300865218e-05
25150	cbgb	53	1.7145302990684286e-05
25151	fundamentalist	126	1.7145057427114807e-05
25152	pasteur	65	1.7142490833066404e-05
25153	asturias	143	1.713676829240285e-05
25154	ypsilanti	115	1.7130609194282442e-05
25155	parrish	133	1.712838638923131e-05
25156	medicare	161	1.7127325918409042e-05
25157	agr	90	1.7124140867963433e-05
25158	gambia	89	1.7118181858677417e-05
25159	massimo	65	1.711534059722908e-05
25160	asker	127	1.7115029550041072e-05
25161	bedingfield	89	1.7089016182580963e-05
25162	pontiac	300	1.707505543890875e-05
25163	adheres	78	1.7073443814297207e-05
25164	waterman	82	1.7059299352695234e-05
25165	howie	140	1.7058257071767002e-05
25166	greenedge	107	1.7055330317816697e-05
25167	objectively	72	1.705450085864868e-05
25168	lansky	67	1.705414251773618e-05
25169	onstad	107	1.704674468783196e-05
25170	mottola	193	1.7034733900800347e-05
25171	metrolink	179	1.703161615296267e-05
25172	grieve	61	1.702929330349434e-05
25173	micky	65	1.7016402125591412e-05
25174	catharines	56	1.7005939298542216e-05
25175	squared	184	1.7003701941575855e-05
25176	uae	119	1.700183747743722e-05
25177	daredevil	280	1.699562926660292e-05
25178	stjepan	67	1.6987023627734743e-05
25179	emu	321	1.6972579032881185e-05
25180	celluloid	51	1.6968711861409247e-05
25181	cofidis	91	1.6964262613328174e-05
25182	hump	131	1.6961317669483833e-05
25183	arad	190	1.6951033103396185e-05
25184	smartphone	156	1.693926787993405e-05
25185	lansbury	200	1.693763624643907e-05
25186	rump	274	1.6933679944486357e-05
25187	hsv	175	1.6931837308220565e-05
25188	kébir	56	1.6930482161114924e-05
25189	scissors	139	1.6930433048401028e-05
25190	regensburg	101	1.6928350305533968e-05
25191	maui	125	1.6923459043027833e-05
25192	elicited	114	1.6920314010349102e-05
25193	superhuman	194	1.691908619250171e-05
25194	cactus	442	1.6913763829506934e-05
25195	residente	55	1.6912779756239615e-05
25196	scouring	65	1.691216675681062e-05
25197	paraguayan	278	1.6906264136196114e-05
25198	brunel	138	1.6901105482247658e-05
25199	departmental	114	1.6899350157473236e-05
25200	karina	59	1.6896770830499008e-05
25201	lupe	95	1.6881404008017853e-05
25202	bolivian	152	1.687646181380842e-05
25203	lateran	76	1.6875545043149032e-05
25204	đại	134	1.6870315448613837e-05
25205	iwasaki	50	1.6866068108356558e-05
25206	manchurian	59	1.6862997654243372e-05
25207	hoe	132	1.6862208212842233e-05
25208	ramillies	95	1.6860778487171046e-05
25209	poleward	101	1.686013456492219e-05
25210	cornhill	83	1.6858688468346372e-05
25211	beadle	157	1.6855103240231983e-05
25212	bolshevism	73	1.6849879102665e-05
25213	mazatlán	119	1.6847116057761014e-05
25214	eustis	103	1.6846104699652642e-05
25215	distinguishes	242	1.683519803918898e-05
25216	revolutionised	50	1.6832726032589562e-05
25217	sepsis	52	1.6824735212139785e-05
25218	conte	136	1.6822375982883386e-05
25219	kauai	105	1.6817963114590384e-05
